S.No,Language,School,Gender,Age,RuralOrUrban,Family Size,Parent's Cohabitation,Mother's Education,Father's Education,Mother's job ,Father's job,Reason to choose this school,Guardian,Traveltime ,Studytime,Failures ,School educational support,Family educational support,extra paid classes,extra-curricular activities,attended nursery school,wants to take higher education,Internet access at home,with a romantic relationship,quality of family relationships,free time after school,going out with friends,workday alcohol consumption,weekend alcohol consumption,current health status,number of school absences,first period grade,second period grade ,final grade ,School educational support_Lag1,School educational support_Lag2,Family educational support_Lag1,Family educational support_Lag2,extra paid classes_Lag1,extra paid classes_Lag2,Total Grade
142,Math,GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,no,no,no,no,no,no,9
143,Math,GP,F,15,U,GT3,T,4,4,teacher,services,course,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,no,no,yes,no,no,no,10.5
144,Math,GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,no,no,yes,yes,yes,no,13.5
146,Math,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,no,no,no,yes,no,yes,10.25
148,Math,GP,F,15,U,GT3,T,1,2,at_home,other,course,mother,1,2.5,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,no,no,yes,no,yes,no,10.75
150,Math,GP,M,15,U,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,no,no,yes,yes,yes,yes,9.25
152,Math,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,no,no,no,yes,no,yes,13.25
153,Math,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,2,7.5,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,no,no,no,no,no,no,10
155,Math,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,no,no,yes,no,yes,no,11.5
156,Math,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1,2.5,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,yes,no,yes,yes,no,yes,8.75
157,Math,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,yes,yes,no,yes,yes,no,13.5
158,Math,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,no,yes,no,no,no,yes,9.25
159,Math,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,no,no,yes,no,no,no,15.5
160,Math,GP,M,16,U,GT3,T,3,3,other,services,course,father,1,2.5,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,no,no,no,yes,no,no,11.5
162,Math,GP,M,15,R,GT3,T,3,2,other,other,course,mother,2,2.5,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7,no,no,yes,no,yes,no,7
164,Math,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,yes,no,yes,yes,no,yes,10
165,Math,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2.5,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,no,yes,no,yes,no,no,6.75
166,Math,GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,no,no,no,no,no,no,11.75
167,Math,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2.5,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,no,no,yes,no,no,no,10
168,Math,GP,F,16,U,GT3,T,4,2,health,services,home,father,1,2.5,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,no,no,no,yes,no,no,15.25
170,Math,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,no,no,no,no,yes,no,14
172,Math,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,no,no,yes,no,yes,yes,15
173,Math,GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,no,no,yes,yes,yes,yes,11
175,Math,GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,no,no,yes,yes,yes,yes,9.75
176,Math,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,2.5,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,no,no,yes,yes,yes,yes,9.25
177,Math,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2.5,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,no,no,no,yes,yes,yes,12
178,Math,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,2.5,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,no,no,no,no,yes,yes,5.75
179,Math,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,no,no,no,no,no,yes,9
180,Math,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,no,no,yes,no,no,no,10.5
181,Math,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,no,no,yes,yes,no,no,8.25
182,Math,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,2.5,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,no,no,yes,yes,yes,no,12.25
183,Math,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,2.5,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,no,no,no,yes,yes,yes,16.75
184,Math,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,no,no,yes,no,no,yes,8.5
185,Math,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,no,no,yes,yes,no,no,12.25
186,Math,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,no,no,yes,yes,yes,no,11.5
187,Math,GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,no,no,yes,yes,no,yes,11.25
188,Math,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,2.5,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,no,no,yes,yes,yes,no,15
189,Math,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2.5,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,no,no,no,yes,yes,yes,8.25
190,Math,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2.5,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,no,no,yes,no,no,yes,9.25
191,Math,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2.5,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,no,no,no,yes,no,no,12.25
192,Math,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,no,no,no,no,no,no,8.5
193,Math,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,2.5,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,no,no,no,no,no,no,7.75
194,Math,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,no,no,no,no,yes,no,9.25
195,Math,GP,M,16,U,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,no,no,yes,no,no,yes,13.75
196,Math,GP,F,17,U,LE3,T,2,4,services,services,course,father,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,no,no,no,yes,no,no,14.75
197,Math,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,no,no,no,no,no,no,16
198,Math,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,no,no,no,no,no,no,9.5
199,Math,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,no,no,yes,no,yes,no,18
200,Math,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,no,no,yes,yes,no,yes,9.5
201,Math,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,no,no,yes,yes,yes,no,16
202,Math,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2.5,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,no,no,yes,yes,no,yes,9.5
203,Math,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2.5,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,yes,no,yes,yes,yes,no,9.5
204,Math,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,no,yes,yes,yes,yes,yes,6.25
205,Math,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,11,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,no,no,yes,yes,no,yes,10.5
206,Math,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,7.5,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,no,no,yes,yes,yes,no,9.25
207,Math,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,2.5,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,no,no,yes,yes,yes,yes,7
208,Math,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,2.5,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,no,no,yes,yes,yes,yes,12.25
209,Math,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,no,no,no,yes,yes,yes,9.5
210,Math,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,7.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,no,no,yes,no,yes,yes,7
211,Math,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,11,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,no,no,yes,yes,yes,yes,8
212,Math,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,2.5,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,no,no,yes,yes,yes,yes,12.5
213,Math,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2.5,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,no,no,yes,yes,yes,yes,13.25
214,Math,GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,2.5,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,yes,no,yes,yes,yes,yes,7.25
215,Math,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,no,yes,yes,yes,yes,yes,9.5
216,Math,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,2.5,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,no,no,yes,yes,yes,yes,14.75
217,Math,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,2.5,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,no,no,no,yes,yes,yes,5
218,Math,GP,M,18,U,LE3,T,3,3,services,health,home,father,1,2.5,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,no,no,no,no,yes,yes,7
219,Math,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,no,no,yes,no,yes,yes,7.5
220,Math,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,7.5,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,no,no,yes,yes,yes,yes,9.75
221,Math,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2.5,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,no,no,yes,yes,yes,yes,6
223,Math,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2.5,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,no,no,yes,yes,no,yes,16.5
224,Math,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2.5,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,yes,no,no,yes,no,no,12.75
225,Math,GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,7.5,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,no,yes,yes,no,yes,no,13.5
226,Math,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2.5,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,no,no,yes,yes,no,yes,7.75
227,Math,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2.5,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,no,no,no,yes,no,no,15.25
228,Math,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2.5,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,no,no,no,no,no,no,11.75
229,Math,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2.5,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,no,no,yes,no,yes,no,9
230,Math,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,7.5,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,yes,no,yes,yes,yes,yes,11.5
231,Math,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2.5,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,no,yes,no,yes,no,yes,13.5
232,Math,GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,no,no,no,no,no,no,11
233,Math,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2.5,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,no,no,yes,no,yes,no,9.5
234,Math,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,yes,no,yes,yes,no,yes,13.25
235,Math,GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2.5,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,no,yes,yes,yes,yes,no,7
236,Math,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,7.5,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,no,no,yes,yes,yes,yes,10
237,Math,GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2.5,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,no,no,no,yes,no,yes,13.25
238,Math,GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,no,no,no,no,yes,no,12.25
239,Math,GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2.5,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,no,no,no,no,no,yes,11.5
241,Math,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2.5,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,no,no,no,no,no,no,12
242,Math,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2.5,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,no,no,no,no,no,no,11.25
244,Math,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,no,no,yes,no,yes,no,12.25
246,Math,GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,no,no,no,yes,no,yes,18
247,Math,GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,no,no,no,no,no,no,12.5
248,Math,GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,no,no,no,no,no,no,7.5
249,Math,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2.5,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,no,no,no,no,no,no,4.5
250,Math,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,no,no,yes,no,no,no,14.5
251,Math,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,no,no,no,yes,yes,no,7.5
252,Math,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2.5,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,no,no,no,no,no,yes,9.25
253,Math,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,yes,no,yes,no,no,no,7.75
254,Math,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,no,yes,no,yes,no,no,8.25
255,Math,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,no,no,no,no,no,no,11
256,Math,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,no,no,no,no,no,no,8
257,Math,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,11,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,no,no,yes,no,no,no,13
258,Math,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2.5,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,no,no,yes,yes,yes,no,11
259,Math,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2.5,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,no,no,yes,yes,no,yes,14.25
261,Math,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2.5,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,no,no,no,yes,no,no,17.75
262,Math,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2.5,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,no,no,yes,no,yes,no,8
263,Math,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,7.5,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,no,no,yes,yes,yes,yes,12.25
264,Math,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,7.5,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,no,no,no,yes,no,yes,9.25
266,Math,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2.5,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,no,no,no,no,no,no,17
267,Math,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2.5,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,no,no,yes,no,yes,no,9.5
268,Math,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2.5,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,no,no,no,yes,yes,yes,11
269,Math,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,no,no,no,no,yes,yes,9.75
271,Math,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2.5,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,no,no,yes,no,yes,yes,9
272,Math,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,11,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,no,no,yes,yes,yes,yes,14.25
273,Math,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2.5,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,no,no,yes,yes,yes,yes,11
274,Math,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2.5,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,no,no,yes,yes,yes,yes,14.25
275,Math,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2.5,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,no,no,yes,yes,yes,yes,10
276,Math,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2.5,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,no,no,yes,yes,yes,yes,12
277,Math,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2.5,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,yes,no,yes,yes,yes,yes,9.25
278,Math,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,no,yes,no,yes,no,yes,9
279,Math,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2.5,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,no,no,no,no,yes,no,8.25
280,Math,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,yes,no,yes,no,no,yes,10.25
281,Math,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,no,yes,no,yes,yes,no,8
282,Math,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,no,no,no,no,yes,yes,10
283,Math,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,11,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,no,no,no,no,no,yes,12
284,Math,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2.5,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,no,no,yes,no,yes,no,9.25
285,Math,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2.5,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,yes,no,no,yes,no,yes,10.25
286,Math,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2.5,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,no,yes,yes,no,no,no,11
287,Math,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,7.5,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,no,no,no,yes,yes,no,18.5
288,Math,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,7.5,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,no,no,yes,no,yes,yes,12.25
289,Math,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,7.5,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,no,no,yes,yes,yes,yes,14.25
290,Math,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,no,no,no,yes,yes,yes,14.5
291,Math,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2.5,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,no,no,yes,no,yes,yes,11.25
292,Math,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,7.5,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,no,no,yes,yes,yes,yes,15
293,Math,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2.5,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,no,no,yes,yes,yes,yes,12.5
294,Math,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,11,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,no,no,no,yes,no,yes,18
